noise_type,noise_label,amount,amount_level,param_label,feature,feature_group,model,rmse,r2,rmse_delta,rmse_pct
uniform,Uniform (Bounded),0.25,2,δ (half-range),DamsQuality,Infrastructure,Linear Regression,0.00023751386464913003,0.9999773495708622,0.00023751386464901917,214230922371138.5
uniform,Uniform (Bounded),0.25,2,δ (half-range),DamsQuality,Infrastructure,XGBoost,0.011003899524806265,0.9513825994323262,7.408024107007083e-05,0.6777810240678345
uniform,Uniform (Bounded),0.25,2,δ (half-range),Siltation,Physical / Environmental,Linear Regression,0.00023465578259285042,0.9999778914111098,0.00023465578259273956,211653011578292.88
uniform,Uniform (Bounded),0.25,2,δ (half-range),Siltation,Physical / Environmental,XGBoost,0.010937591874386619,0.9519667546837703,7.772590650424044e-06,0.07111362455909793
uniform,Uniform (Bounded),0.25,2,δ (half-range),AgriculturalPractices,Human / Land Use,Linear Regression,0.00023196761264956554,0.9999783950528692,0.00023196761264945468,209228356801649.4
uniform,Uniform (Bounded),0.25,2,δ (half-range),AgriculturalPractices,Human / Land Use,XGBoost,0.0109450930227329,0.951900848394039,1.527373899670552e-05,0.1397437469019563
uniform,Uniform (Bounded),0.25,2,δ (half-range),Encroachments,Human / Land Use,Linear Regression,0.00023828736892929055,0.9999772018006874,0.0002382873689291797,214928601791418.56
uniform,Uniform (Bounded),0.25,2,δ (half-range),Encroachments,Human / Land Use,XGBoost,0.010934635206082581,0.9519927200297575,4.8159223463867945e-06,0.04406223215010508
uniform,Uniform (Bounded),0.25,2,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,Linear Regression,0.00023052619007067154,0.9999786627204296,0.00023052619007056069,207928233589645.06
uniform,Uniform (Bounded),0.25,2,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,XGBoost,0.010892504128043571,0.9523619508072814,-3.7315155692623295e-05,-0.3414068862798953
uniform,Uniform (Bounded),0.25,2,δ (half-range),DrainageSystems,Infrastructure,Linear Regression,0.00023519591812645293,0.9999777895139559,0.00023519591812634207,212140198857823.2
uniform,Uniform (Bounded),0.25,2,δ (half-range),DrainageSystems,Infrastructure,XGBoost,0.010899195232031686,0.9523034061348636,-3.062405170450866e-05,-0.2801880882886866
uniform,Uniform (Bounded),0.25,2,δ (half-range),CoastalVulnerability,Physical / Environmental,Linear Regression,0.00023896972677611304,0.9999770710442478,0.00023896972677600218,215544069655275.62
uniform,Uniform (Bounded),0.25,2,δ (half-range),CoastalVulnerability,Physical / Environmental,XGBoost,0.010848994717374074,0.9527417649952528,-8.082456636212057e-05,-0.7394867587828214
uniform,Uniform (Bounded),0.25,2,δ (half-range),Landslides,Physical / Environmental,Linear Regression,0.00021657617173284936,0.9999811669852041,0.0002165761717327385,195345703723347.94
uniform,Uniform (Bounded),0.25,2,δ (half-range),Landslides,Physical / Environmental,XGBoost,0.010945422207903633,0.9518979550855023,1.5602924167438734e-05,0.14275555489427186
uniform,Uniform (Bounded),0.25,2,δ (half-range),Watersheds,Physical / Environmental,Linear Regression,0.00024203161582552572,0.9999764797083553,0.00024203161582541486,218305808706690.94
uniform,Uniform (Bounded),0.25,2,δ (half-range),Watersheds,Physical / Environmental,XGBoost,0.010882102464371223,0.952452890111395,-4.7716819364971436e-05,-0.43657464159517334
uniform,Uniform (Bounded),0.25,2,δ (half-range),DeterioratingInfrastructure,Infrastructure,Linear Regression,0.0002043478696292792,0.9999832336421556,0.00020434786962916833,184316114176851.56
uniform,Uniform (Bounded),0.25,2,δ (half-range),DeterioratingInfrastructure,Infrastructure,XGBoost,0.010874101439284635,0.9525227820770336,-5.571784445155929e-05,-0.5097782772535739
uniform,Uniform (Bounded),0.25,2,δ (half-range),PopulationScore,Human / Land Use,Linear Regression,0.00024089755570340607,0.9999766996047056,0.0002408975557032952,217282917911052.4
uniform,Uniform (Bounded),0.25,2,δ (half-range),PopulationScore,Human / Land Use,XGBoost,0.010906527034490252,0.9522392143082921,-2.329224924594274e-05,-0.21310735924611404
uniform,Uniform (Bounded),0.25,2,δ (half-range),WetlandLoss,Physical / Environmental,Linear Regression,0.0002325569434095341,0.9999782851355093,0.00023255694340942323,209759916811741.1
uniform,Uniform (Bounded),0.25,2,δ (half-range),WetlandLoss,Physical / Environmental,XGBoost,0.010949652228186432,0.9518607684079545,1.9832944450237644e-05,0.18145720377782906
uniform,Uniform (Bounded),0.25,2,δ (half-range),InadequatePlanning,Socio-Political,Linear Regression,0.00024390539574772373,0.9999761141160372,0.00024390539574761287,219995906258032.6
uniform,Uniform (Bounded),0.25,2,δ (half-range),InadequatePlanning,Socio-Political,XGBoost,0.011009796672980833,0.9513304759394193,7.997738924463843e-05,0.7317356963408032
uniform,Uniform (Bounded),0.25,2,δ (half-range),PoliticalFactors,Socio-Political,Linear Regression,0.00024617156961676,0.9999756681969936,0.00024617156961664915,222039932272827.25
uniform,Uniform (Bounded),0.25,2,δ (half-range),PoliticalFactors,Socio-Political,XGBoost,0.010889671341073413,0.9523867258077027,-4.014794266278196e-05,-0.36732485341750304
uniform,Uniform (Bounded),0.5,3,δ (half-range),MonsoonIntensity,Physical / Environmental,Linear Regression,0.0008488322376227555,0.9997107041307709,0.0008488322376226445,765623149928428.8
uniform,Uniform (Bounded),0.5,3,δ (half-range),MonsoonIntensity,Physical / Environmental,XGBoost,0.011089098682008667,0.950626831504232,0.0001592793982724723,1.4572921485489103
uniform,Uniform (Bounded),0.5,3,δ (half-range),TopographyDrainage,Physical / Environmental,Linear Regression,0.0008613811650606142,0.9997020871442057,0.0008613811650605033,776941934639180.9
uniform,Uniform (Bounded),0.5,3,δ (half-range),TopographyDrainage,Physical / Environmental,XGBoost,0.011199652701287179,0.9496374614107485,0.00026983341755098394,2.4687820589357945
uniform,Uniform (Bounded),0.5,3,δ (half-range),RiverManagement,Infrastructure,Linear Regression,0.0008874712414683584,0.9996837670791259,0.0008874712414682474,800474460379621.2
uniform,Uniform (Bounded),0.5,3,δ (half-range),RiverManagement,Infrastructure,XGBoost,0.011063325306705252,0.9508560718501122,0.00013350602296905746,1.221484267061188
uniform,Uniform (Bounded),0.5,3,δ (half-range),Deforestation,Human / Land Use,Linear Regression,0.0008573844683480349,0.9997048452845243,0.000857384468347924,773337024987111.4
uniform,Uniform (Bounded),0.5,3,δ (half-range),Deforestation,Human / Land Use,XGBoost,0.011100224755561194,0.9505277062100048,0.00017040547182499942,1.559087734218684
uniform,Uniform (Bounded),0.5,3,δ (half-range),Urbanization,Human / Land Use,Linear Regression,0.0008949661340808044,0.9996784032097021,0.0008949661340806935,807234645768417.9
uniform,Uniform (Bounded),0.5,3,δ (half-range),Urbanization,Human / Land Use,XGBoost,0.011124176272426777,0.9503139781272094,0.00019435698869058222,1.7782269189005677
uniform,Uniform (Bounded),0.5,3,δ (half-range),ClimateChange,Socio-Political,Linear Regression,0.0008608198551191892,0.9997024752812358,0.0008608198551190783,776435648630718.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),ClimateChange,Socio-Political,XGBoost,0.011080954342734683,0.950699328680452,0.00015113505899848854,1.3827772909601603
uniform,Uniform (Bounded),0.5,3,δ (half-range),DamsQuality,Infrastructure,Linear Regression,0.0008765291414318866,0.9996915170105236,0.0008765291414317757,790604989445978.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),DamsQuality,Infrastructure,XGBoost,0.011067144066033166,0.9508221396971798,0.00013732478229697143,1.2564231734491131
uniform,Uniform (Bounded),0.5,3,δ (half-range),Siltation,Physical / Environmental,Linear Regression,0.0008657359699287741,0.9996990672690111,0.0008657359699286632,780869847921341.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),Siltation,Physical / Environmental,XGBoost,0.011181961185684366,0.9497964459678114,0.00025214190194817153,2.306917391794063
uniform,Uniform (Bounded),0.5,3,δ (half-range),AgriculturalPractices,Human / Land Use,Linear Regression,0.00085736844503301,0.9997048563164778,0.000857368445032899,773322572401102.1
uniform,Uniform (Bounded),0.5,3,δ (half-range),AgriculturalPractices,Human / Land Use,XGBoost,0.011094539830312162,0.9505783672153154,0.00016472054657596692,1.5070747493609031
uniform,Uniform (Bounded),0.5,3,δ (half-range),Encroachments,Human / Land Use,Linear Regression,0.0008831110129684478,0.9996868668090696,0.0008831110129683369,796541655131956.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),Encroachments,Human / Land Use,XGBoost,0.011163269021694414,0.9499641497734232,0.000233449737958219,2.135897510268969
uniform,Uniform (Bounded),0.5,3,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,Linear Regression,0.000861411376284443,0.9997020662464425,0.0008614113762843321,776969184325662.9
uniform,Uniform (Bounded),0.5,3,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,XGBoost,0.011077196318599488,0.9507327629298793,0.00014737703486329343,1.3483940679842128
uniform,Uniform (Bounded),0.5,3,δ (half-range),DrainageSystems,Infrastructure,Linear Regression,0.0008677646632339248,0.9996976552553362,0.0008677646632338139,782699673050130.8
uniform,Uniform (Bounded),0.5,3,δ (half-range),DrainageSystems,Infrastructure,XGBoost,0.011057216072291565,0.9509103320067765,0.0001273967885553704,1.1655891579556084
uniform,Uniform (Bounded),0.5,3,δ (half-range),CoastalVulnerability,Physical / Environmental,Linear Regression,0.0008812512234809403,0.9996881843073119,0.0008812512234808294,794864176564911.1
uniform,Uniform (Bounded),0.5,3,δ (half-range),CoastalVulnerability,Physical / Environmental,XGBoost,0.011027968238597499,0.9511696861765532,9.81489548613039e-05,0.8979924764845074
uniform,Uniform (Bounded),0.5,3,δ (half-range),Landslides,Physical / Environmental,Linear Regression,0.0008364155243330661,0.9997191058645136,0.0008364155243329552,754423618714539.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),Landslides,Physical / Environmental,XGBoost,0.011062084299303502,0.9508670964844403,0.00013226501556730733,1.2101299402463177
uniform,Uniform (Bounded),0.5,3,δ (half-range),Watersheds,Physical / Environmental,Linear Regression,0.0008777918038960908,0.9996906276152424,0.0008777918038959799,791743875989505.8
uniform,Uniform (Bounded),0.5,3,δ (half-range),Watersheds,Physical / Environmental,XGBoost,0.01122194399022543,0.9494367832001862,0.0002921247064892347,2.6727313499494225
uniform,Uniform (Bounded),0.5,3,δ (half-range),DeterioratingInfrastructure,Infrastructure,Linear Regression,0.0008184747585828527,0.9997310267546025,0.0008184747585827418,738241545300036.6
uniform,Uniform (Bounded),0.5,3,δ (half-range),DeterioratingInfrastructure,Infrastructure,XGBoost,0.011160958574192505,0.9499848593418493,0.00023113929045631004,2.1147585742817383
uniform,Uniform (Bounded),0.5,3,δ (half-range),PopulationScore,Human / Land Use,Linear Regression,0.0008770167244780286,0.9996911737180925,0.0008770167244779176,791044775838498.9
uniform,Uniform (Bounded),0.5,3,δ (half-range),PopulationScore,Human / Land Use,XGBoost,0.011040452876370975,0.9510590631054365,0.0001106335926347804,1.0122179494715484
uniform,Uniform (Bounded),0.5,3,δ (half-range),WetlandLoss,Physical / Environmental,Linear Regression,0.0008668789886250504,0.999698272110163,0.0008668789886249395,781900819102550.8
uniform,Uniform (Bounded),0.5,3,δ (half-range),WetlandLoss,Physical / Environmental,XGBoost,0.010957173522564164,0.9517946122092504,2.735423882796982e-05,0.2502716478457564
uniform,Uniform (Bounded),0.5,3,δ (half-range),InadequatePlanning,Socio-Political,Linear Regression,0.000879819102610442,0.9996891969468384,0.000879819102610331,793572443236049.8
uniform,Uniform (Bounded),0.5,3,δ (half-range),InadequatePlanning,Socio-Political,XGBoost,0.011018842133094649,0.9512504709951278,8.902284935845446e-05,0.8144951627052276
uniform,Uniform (Bounded),0.5,3,δ (half-range),PoliticalFactors,Socio-Political,Linear Regression,0.0008877230418734308,0.9996835876054255,0.0008877230418733199,800701577365452.0
uniform,Uniform (Bounded),0.5,3,δ (half-range),PoliticalFactors,Socio-Political,XGBoost,0.01105510184019101,0.950929102921396,0.00012528255645481538,1.1462454520290057
uniform,Uniform (Bounded),1.0,4,δ (half-range),MonsoonIntensity,Physical / Environmental,Linear Regression,0.0027930326762893695,0.9968677924257792,0.0027930326762892585,2519238055169459.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),MonsoonIntensity,Physical / Environmental,XGBoost,0.011514246817801643,0.9467683936945545,0.0005844275340654483,5.347092379972732
uniform,Uniform (Bounded),1.0,4,δ (half-range),TopographyDrainage,Physical / Environmental,Linear Regression,0.0027998409997647983,0.9968525036154102,0.0027998409997646873,2525378974227374.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),TopographyDrainage,Physical / Environmental,XGBoost,0.011491890798893591,0.9469749016009178,0.0005620715151573967,5.142550856204651
uniform,Uniform (Bounded),1.0,4,δ (half-range),RiverManagement,Infrastructure,Linear Regression,0.002847650216787471,0.996744094525748,0.00284765021678736,2568501562779181.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),RiverManagement,Infrastructure,XGBoost,0.01143858278282528,0.9474657010272036,0.0005087634990890849,4.654820778657666
uniform,Uniform (Bounded),1.0,4,δ (half-range),Deforestation,Human / Land Use,Linear Regression,0.0027825948104579818,0.9968911594798059,0.0027825948104578707,2509823389512156.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),Deforestation,Human / Land Use,XGBoost,0.011558272902744976,0.9463605407564966,0.000628453619008781,5.749899451164152
uniform,Uniform (Bounded),1.0,4,δ (half-range),Urbanization,Human / Land Use,Linear Regression,0.002852741201528241,0.996732442405037,0.00285274120152813,2573093489900590.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),Urbanization,Human / Land Use,XGBoost,0.011461718342213888,0.9472529754553076,0.0005318990584776938,4.866494538195806
uniform,Uniform (Bounded),1.0,4,δ (half-range),ClimateChange,Socio-Political,Linear Regression,0.002778345039192802,0.9969006483008351,0.002778345039192691,2505990213628504.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),ClimateChange,Socio-Political,XGBoost,0.011499899303977419,0.9469009712540557,0.0005700800202412242,5.2158229284679525
uniform,Uniform (Bounded),1.0,4,δ (half-range),DamsQuality,Infrastructure,Linear Regression,0.0028273085087076964,0.9967904444071156,0.0028273085087075853,2550153905934077.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),DamsQuality,Infrastructure,XGBoost,0.011560451333375913,0.9463403195948078,0.0006306320496397184,5.769830527556045
uniform,Uniform (Bounded),1.0,4,δ (half-range),Siltation,Physical / Environmental,Linear Regression,0.002792345968959392,0.9968693324331714,0.0027923459689592808,2518618664192357.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),Siltation,Physical / Environmental,XGBoost,0.011554446231476207,0.9463960523940605,0.0006246269477400129,5.7148881561973415
uniform,Uniform (Bounded),1.0,4,δ (half-range),AgriculturalPractices,Human / Land Use,Linear Regression,0.0027680339667057376,0.9969236104157169,0.0027680339667056266,2496689912053251.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),AgriculturalPractices,Human / Land Use,XGBoost,0.01145917637730649,0.947276369193174,0.000529357093570295,4.843237384153182
uniform,Uniform (Bounded),1.0,4,δ (half-range),Encroachments,Human / Land Use,Linear Regression,0.002855233857309859,0.9967267296858233,0.002855233857309748,2575341796322781.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),Encroachments,Human / Land Use,XGBoost,0.011607976216346948,0.9458982240714208,0.0006781569326107535,6.204649088936589
uniform,Uniform (Bounded),1.0,4,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,Linear Regression,0.002798542511703972,0.9968554223802701,0.002798542511703861,2524207773988728.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),IneffectiveDisasterPreparedness,Socio-Political,XGBoost,0.011701228905716806,0.9450254791477976,0.0007714096219806118,7.057844251171526
uniform,Uniform (Bounded),1.0,4,δ (half-range),DrainageSystems,Infrastructure,Linear Regression,0.0027987150606181834,0.9968550345997174,0.0027987150606180724,2524363408326539.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),DrainageSystems,Infrastructure,XGBoost,0.011499999770734596,0.9469000434701875,0.0005701804869984017,5.2167421271716945
uniform,Uniform (Bounded),1.0,4,δ (half-range),CoastalVulnerability,Physical / Environmental,Linear Regression,0.0028411952923823344,0.996758838474157,0.0028411952923822234,2562679399886956.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),CoastalVulnerability,Physical / Environmental,XGBoost,0.011558239045203532,0.9463608550071757,0.000628419761467337,5.749589678966047
uniform,Uniform (Bounded),1.0,4,δ (half-range),Landslides,Physical / Environmental,Linear Regression,0.0027669889909943575,0.9969259327467457,0.0027669889909942465,2495747372926808.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),Landslides,Physical / Environmental,XGBoost,0.011407320267004629,0.9477524690725619,0.0004775009832684342,4.368791202055517
uniform,Uniform (Bounded),1.0,4,δ (half-range),Watersheds,Physical / Environmental,Linear Regression,0.0028013870676635117,0.9968490265703295,0.0028013870676634007,2526773484617238.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),Watersheds,Physical / Environmental,XGBoost,0.011571341318002071,0.9462391767744969,0.0006415220342658769,5.869466069036251
uniform,Uniform (Bounded),1.0,4,δ (half-range),DeterioratingInfrastructure,Infrastructure,Linear Regression,0.0027574974650751436,0.9969469863509107,0.0027574974650750326,2487186279639107.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),DeterioratingInfrastructure,Infrastructure,XGBoost,0.011532325424342852,0.9466011037657758,0.0006025061406066574,5.512498651310726
uniform,Uniform (Bounded),1.0,4,δ (half-range),PopulationScore,Human / Land Use,Linear Regression,0.0028056871673850935,0.9968393457237987,0.0028056871673849825,2530652055373533.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),PopulationScore,Human / Land Use,XGBoost,0.011324632124545004,0.948507176242333,0.0003948128408088093,3.612254059829693
uniform,Uniform (Bounded),1.0,4,δ (half-range),WetlandLoss,Physical / Environmental,Linear Regression,0.0028124306802713205,0.9968241341013131,0.0028124306802712095,2536734517076444.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),WetlandLoss,Physical / Environmental,XGBoost,0.0115627917053616,0.9463185909752002,0.0006329724216254055,5.791243251087252
uniform,Uniform (Bounded),1.0,4,δ (half-range),InadequatePlanning,Socio-Political,Linear Regression,0.002798588739901698,0.9968553184909378,0.002798588739901587,2524249470541698.0
uniform,Uniform (Bounded),1.0,4,δ (half-range),InadequatePlanning,Socio-Political,XGBoost,0.011593740262016851,0.9460308429049601,0.0006639209782806563,6.074400326715236
uniform,Uniform (Bounded),1.0,4,δ (half-range),PoliticalFactors,Socio-Political,Linear Regression,0.0028231206035799483,0.9967999455700901,0.0028231206035798373,2546376531591547.5
uniform,Uniform (Bounded),1.0,4,δ (half-range),PoliticalFactors,Socio-Political,XGBoost,0.011431517982344402,0.9475305744005813,0.0005016986986082078,4.5901829260319635
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),MonsoonIntensity,Physical / Environmental,Linear Regression,1.1372660783358388e-05,0.9999999480694798,1.137266078324752e-05,10257824792710.48
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),MonsoonIntensity,Physical / Environmental,XGBoost,0.010910486991382877,0.9522045259080694,-1.933229235331728e-05,-0.17687659650589233
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),TopographyDrainage,Physical / Environmental,Linear Regression,9.096376235974564e-06,0.9999999667772689,9.096376235863696e-06,8204679226299.776
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),TopographyDrainage,Physical / Environmental,XGBoost,0.010958614525960203,0.951781932169993,2.8795242224008075e-05,0.26345579443253936
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),RiverManagement,Infrastructure,Linear Regression,1.0584799763312282e-05,0.999999955015407,1.0584799763201413e-05,9547195991001.744
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),RiverManagement,Infrastructure,XGBoost,0.010875755245311043,0.9525083396736155,-5.406403842515145e-05,-0.4946471393685337
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Deforestation,Human / Land Use,Linear Regression,1.1234586440204352e-05,0.9999999493227917,1.1234586440093484e-05,10133285562407.488
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Deforestation,Human / Land Use,XGBoost,0.010897237725711835,0.9523205373078707,-3.2581558024359636e-05,-0.29809786583426584
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Urbanization,Human / Land Use,Linear Regression,1.0912108420808532e-05,0.9999999521903189,1.0912108420697663e-05,9842419327538.744
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Urbanization,Human / Land Use,XGBoost,0.010991278225255485,0.9514940622589937,6.145894151928996e-05,0.5623051939270596
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),ClimateChange,Socio-Political,Linear Regression,1.0856313894673807e-05,0.9999999526779788,1.085631389456294e-05,9792094211509.137
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),ClimateChange,Socio-Political,XGBoost,0.010881255746488976,0.9524602889430237,-4.8563537247218666e-05,-0.44432150236447415
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DamsQuality,Infrastructure,Linear Regression,1.360454495494754e-05,0.9999999256867008,1.3604544954836672e-05,12270922450868.867
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DamsQuality,Infrastructure,XGBoost,0.010934086443645805,0.9519975384677543,4.267159909610366e-06,0.03904144980658547
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Siltation,Physical / Environmental,Linear Regression,1.142658368980592e-05,0.9999999475758603,1.1426583689695051e-05,10306461759660.844
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Siltation,Physical / Environmental,XGBoost,0.010990225457501411,0.9515033538155367,6.040617376521645e-05,0.5526731247524114
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),AgriculturalPractices,Human / Land Use,Linear Regression,8.713862741602542e-06,0.999999969512632,8.713862741491674e-06,7859662657099.406
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),AgriculturalPractices,Human / Land Use,XGBoost,0.01091057248034789,0.9522037769036256,-1.924680338830434e-05,-0.17609443384799597
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Encroachments,Human / Land Use,Linear Regression,9.648468513770782e-06,0.9999999626220679,9.648468513659914e-06,8702651157669.109
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Encroachments,Human / Land Use,XGBoost,0.010895977819964306,0.9523315617817689,-3.384146377188868e-05,-0.3096250989460137
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),IneffectiveDisasterPreparedness,Socio-Political,Linear Regression,1.1818427599097272e-05,0.9999999439187223,1.1818427598986403e-05,10659894104492.785
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),IneffectiveDisasterPreparedness,Socio-Political,XGBoost,0.010921946348608604,0.9521040733726055,-7.872935127590727e-06,-0.07203170448852547
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DrainageSystems,Infrastructure,Linear Regression,1.0743744614792587e-05,0.9999999536542564,1.0743744614681719e-05,9690559841314.6
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DrainageSystems,Infrastructure,XGBoost,0.010915921484891903,0.9521569003744023,-1.3897798844291626e-05,-0.12715488228585672
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),CoastalVulnerability,Physical / Environmental,Linear Regression,1.0971222753696152e-05,0.9999999516709156,1.0971222753585284e-05,9895738817239.203
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),CoastalVulnerability,Physical / Environmental,XGBoost,0.010871616305827895,0.9525444801899553,-5.820297790829973e-05,-0.5325154643216015
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Landslides,Physical / Environmental,Linear Regression,9.867796284713669e-06,0.9999999609034125,9.8677962846028e-06,8900478727609.643
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Landslides,Physical / Environmental,XGBoost,0.010885276991640156,0.9524251451763612,-4.4542292096038175e-05,-0.40752999605691614
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Watersheds,Physical / Environmental,Linear Regression,1.5410518568187807e-05,0.999999904647297,1.5410518568076937e-05,13899860591023.867
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),Watersheds,Physical / Environmental,XGBoost,0.010925635817301455,0.9520717091102556,-4.183466434739408e-06,-0.03827571459451755
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DeterioratingInfrastructure,Infrastructure,Linear Regression,9.663603499470636e-06,0.9999999625047109,9.663603499359768e-06,8716302495250.37
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),DeterioratingInfrastructure,Infrastructure,XGBoost,0.01092463807577136,0.9520804624429854,-5.181207964834525e-06,-0.04740433332273182
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),PopulationScore,Human / Land Use,Linear Regression,6.668533847582716e-06,0.9999999821450261,6.668533847471848e-06,6014832688264.922
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),PopulationScore,Human / Land Use,XGBoost,0.010953132972487456,0.9518301579401338,2.3313688751261386e-05,0.2133035153284982
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),WetlandLoss,Physical / Environmental,Linear Regression,1.2984600244586716e-05,0.999999932305144,1.2984600244475848e-05,11711749506097.973
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),WetlandLoss,Physical / Environmental,XGBoost,0.01079116545405235,0.9532442309408715,-0.00013865382968384493,-1.2685830029245295
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),InadequatePlanning,Socio-Political,Linear Regression,1.0273775180199019e-05,0.9999999576202278,1.027377518008815e-05,9266660438187.11
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),InadequatePlanning,Socio-Political,XGBoost,0.01099190016124931,0.951488572735121,6.208087751311507e-05,0.5679954617867539
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),PoliticalFactors,Socio-Political,Linear Regression,1.0877942295754572e-05,0.9999999524892371,1.0877942295643704e-05,9811602429775.855
multiplicative,Multiplicative (Proportional),0.025,0,σ (relative),PoliticalFactors,Socio-Political,XGBoost,0.010856227175278206,0.9526787348008368,-7.359210845798818e-05,-0.6733149610945061
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),MonsoonIntensity,Physical / Environmental,Linear Regression,3.5620070389529486e-05,0.9999994905658568,3.562007038941862e-05,32128316154201.992
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),MonsoonIntensity,Physical / Environmental,XGBoost,0.010939079907223523,0.9519536841817589,9.260623487328257e-06,0.08472805676767467
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),TopographyDrainage,Physical / Environmental,Linear Regression,3.069038613480364e-05,0.9999996218159509,3.0690386134692776e-05,27681877600187.43
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),TopographyDrainage,Physical / Environmental,XGBoost,0.010966790250971028,0.9517099587072616,3.697096723483291e-05,0.3382578089817688
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),RiverManagement,Infrastructure,Linear Regression,3.397475841778e-05,0.9999995365410678,3.397475841766913e-05,30644290361362.348
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),RiverManagement,Infrastructure,XGBoost,0.010963817222713626,0.9517361374147744,3.399793897743142e-05,0.3110567347441973
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),Deforestation,Human / Land Use,Linear Regression,3.499300676036743e-05,0.9999995083443622,3.499300676025656e-05,31562722141998.562
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),Deforestation,Human / Land Use,XGBoost,0.010925822812121538,0.9520700684883315,-3.996471614656216e-06,-0.03656484623312164
multiplicative,Multiplicative (Proportional),0.05,1,σ (relative),Urbanization,Human / Land Use,Linear Regression,3.469558655658734e-05,0.999999516666419,3.469558655647647e-05,31294457362248.65
